Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
912,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Vanderbilt University was John William Vanderbilt (1843-1921).", ," Yes, the US senator who represented the state of North Carolina and attended Vanderbilt University was John William Vanderbilt (1843-1921).","['yes', 'John William Vanderbilt']", ,['yes'],['John William Vanderbilt'],0.0
913,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and attended Vanderbilt University was John H. Vander Griend.", ," Yes, the US senator that represented the state of North Dakota and attended Vanderbilt University was John H. Vander Griend.","['yes', 'John H. Vander Griend']", ,['yes'],['John H. Vander Griend'],0.0
914,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Vanderbilt University was Howard L. Berman (d. 2013).", ," Yes, the US senator who represented the state of Ohio and attended Vanderbilt University was Howard L. Berman (d. 2013).","['yes', 'Howard L. Berman']", ,['yes'],['Howard L. Berman'],0.0
916,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Vanderbilt University was Mark Elliott Warren.", ," Yes, the US senator who represented the state of Oregon and attended Vanderbilt University was Mark Elliott Warren.","['yes', 'Mark Elliott Warren']", ,['yes'],['Mark Elliott Warren'],0.0
917,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Vanderbilt University is David L. Yoder.", ," Yes, the US senator who represented the state of Pennsylvania and attended Vanderbilt University is David L. Yoder.","['yes', 'David L. Yoder']", ,['yes'],['David L. Yoder'],0.0
925,"Was there ever a US senator that represented the state of Washington and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Vanderbilt University is Sen. John Andrew Delaney (1917-1971).", ," Yes, the US senator who represented the state of Washington and attended Vanderbilt University is Sen. John Andrew Delaney (1917-1971).","['yes', 'John Andrew']", ,['yes'],['John Andrew'],0.0
608,"Was there ever a US senator that represented the state of Montana and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Johns Hopkins University was Max Baucus.", ," Yes, the US senator who represented the state of Montana and attended Johns Hopkins University was Max Baucus.","['yes', 'Max Baucu']", ,['yes'],['Max Baucu'],0.0
611,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Johns Hopkins University was Ann Robertson Merrill.", ," Yes, the US senator who represented the state of New Hampshire and attended Johns Hopkins University was Ann Robertson Merrill.","['yes', 'Ann Robertson Merrill']", ,['yes'],['Ann Robertson Merrill'],0.0
612,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Johns Hopkins University was Al Smith (1905-1995).", ," Yes, the US senator who represented the state of New Jersey and attended Johns Hopkins University was Al Smith (1905-1995).","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.0
613,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University is Iris Yayee Martinez.", ," Yes, the US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University is Iris Yayee Martinez.","['yes', 'Iris Yayee Martinez']", ,['yes'],['Iris Yayee Martinez'],0.0
614,"Was there ever a US senator that represented the state of New York and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Johns Hopkins University was Albert Kennedy Thomsom.", ," Yes, the US senator who represented the state of New York and attended Johns Hopkins University was Albert Kennedy Thomsom.","['yes', 'Albert Kennedy']", ,['yes'],['Albert Kennedy'],0.0
616,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and attended Johns Hopkins University was Wayne Morse.", ," Yes, the US senator that represented the state of North Dakota and attended Johns Hopkins University was Wayne Morse.","['yes', 'Wayne Morse']", ,['yes'],['Wayne Morse'],0.0
620,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Johns Hopkins University is John Delaney.", ," Yes, the US senator who represented the state of Pennsylvania and attended Johns Hopkins University is John Delaney.","['yes', 'John Delaney']", ,['yes'],['John Delaney'],0.0
